Date,Holiday,Economic_Indicator,Average_Ticket_Price,Passenger_Count,Year,Month,Day_of_Month,Day_of_Week_Num,Is_Weekend,Holiday_Impact,Route_DFW-JFK,Route_LAX-ORD,Route_NYC-LAX,Route_SEA-DEN,Season_Spring,Season_Summer,Season_Winter,Weather_Conditions_Rainy,Weather_Conditions_Snowy,Weather_Conditions_Stormy,Weather_Conditions_Unknown,Price_Holiday_Interaction,Price_Season_Interaction,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday,Origin_DFW_True,Origin_LAX_True,Origin_NYC_True,Origin_SEA_True,Destination_JFK_True,Destination_LAX_True,Destination_MIA_True,Destination_ORD_True,Price_Month_Interaction
2023-01-19,0.0,1.7652970397398944,213.28526455154628,161,2023,1,19,3,0,0.0,False,False,True,False,False,True,False,False,False,False,False,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,213.28526455154628
2023-01-20,0.0,1.6552608531587187,180.03073369867263,180,2023,1,20,4,0,0.0,False,False,False,True,False,True,False,False,False,False,True,0.0,0.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,180.03073369867263
2023-01-21,0.0,1.7775372555365383,94.95975395954652,154,2023,1,21,5,1,0.0,False,True,False,False,True,False,False,False,False,True,False,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,94.95975395954652
2023-01-22,1.0,1.4443819359945915,200.9528395234865,198,2023,1,22,6,1,198.0,True,False,False,False,False,True,False,False,False,False,True,200.9528395234865,0.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,200.9528395234865
2023-01-23,1.0,1.6070798766639618,200.9528395234865,194,2023,1,23,0,0,194.0,False,False,False,True,False,True,False,True,False,False,False,200.9528395234865,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,200.9528395234865
2023-01-24,1.0,1.3039823766209535,193.187980285646,171,2023,1,24,1,0,171.0,False,False,True,False,False,False,True,True,False,False,False,193.187980285646,193.187980285646,False,False,True,False,False,False,False,False,True,False,False,True,False,False,193.187980285646
2023-01-25,0.0,1.2765590104544218,262.9428555645339,176,2023,1,25,2,0,0.0,False,False,True,False,False,True,False,True,False,False,False,0.0,0.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,262.9428555645339
2023-01-26,0.0,1.4149195168413558,215.22312621811875,168,2023,1,26,3,0,0.0,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,215.22312621811875
2023-01-27,1.0,1.7765420766657387,168.9982866513902,186,2023,1,27,4,0,186.0,False,False,False,False,False,False,False,False,True,False,False,168.9982866513902,0.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,168.9982866513902
2023-01-28,1.0,1.4175677778518136,219.67949459904852,166,2023,1,28,5,1,166.0,False,True,False,False,False,False,True,False,False,True,False,219.67949459904852,219.67949459904852,True,False,False,False,False,False,False,True,False,False,False,False,False,True,219.67949459904852
2023-01-29,0.0,1.4837742221077557,178.77688518622634,159,2023,1,29,6,1,0.0,False,False,False,True,True,False,False,False,False,True,False,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,178.77688518622634
2023-01-30,0.0,1.572733446563949,184.82184620666416,160,2023,1,30,0,0,0.0,False,False,False,True,False,False,True,False,False,False,False,0.0,184.82184620666416,False,False,True,False,False,False,False,False,False,True,False,False,False,False,184.82184620666416
2023-01-31,0.0,1.496260706100272,200.9528395234865,162,2023,1,31,1,0,0.0,False,False,False,False,True,False,False,False,True,False,False,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,200.9528395234865
2023-02-01,0.0,1.8043011709869965,200.9528395234865,166,2023,2,1,2,0,0.0,False,False,False,True,True,False,False,False,False,False,False,0.0,0.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,401.905679046973
2023-02-02,0.0,1.2755795243736787,228.07833674366125,151,2023,2,2,3,0,0.0,False,False,False,True,True,False,False,False,False,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,456.1566734873225
2023-02-03,0.0,1.529922850243552,188.49484931923303,170,2023,2,3,4,0,0.0,False,False,True,False,True,False,False,False,False,True,False,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,376.98969863846605
2023-02-04,1.0,1.6422683320701958,174.602773603928,167,2023,2,4,5,1,167.0,False,False,False,False,True,False,False,False,True,False,False,174.602773603928,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,349.205547207856
2023-02-05,0.0,1.007316179767202,174.7765540174259,132,2023,2,5,6,1,0.0,True,False,False,False,False,False,True,True,False,False,False,0.0,174.7765540174259,False,True,False,False,False,False,True,False,False,False,True,False,False,False,349.5531080348518
2023-02-06,0.0,1.496260706100272,169.30069056097034,149,2023,2,6,0,0,0.0,False,False,False,False,True,False,False,False,False,True,False,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,338.6013811219407
2023-02-07,0.0,1.90260727635374,204.46319699620827,159,2023,2,7,1,0,0.0,True,False,False,False,False,True,False,False,True,False,False,0.0,0.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,408.92639399241654
2023-02-08,1.0,1.3948527574024407,186.2630015680116,209,2023,2,8,2,0,209.0,False,False,True,False,False,True,False,False,False,False,True,186.2630015680116,0.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,372.5260031360232
2023-02-09,0.0,1.1744875017493257,268.4755071204141,166,2023,2,9,3,0,0.0,False,True,False,False,True,False,False,False,False,True,False,0.0,0.0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,536.9510142408282
2023-02-10,0.0,1.640109989264539,155.643588860263,172,2023,2,10,4,0,0.0,False,False,False,True,False,True,False,False,False,True,False,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,311.287177720526
2023-02-11,0.0,1.5538461830110546,227.1558548957896,149,2023,2,11,5,1,0.0,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,454.3117097915792
2023-02-12,0.0,1.956734017579021,257.16392010185393,123,2023,2,12,6,1,0.0,False,False,False,True,False,False,True,False,False,False,False,0.0,257.16392010185393,False,False,False,False,False,False,False,False,False,True,False,False,False,False,514.3278402037079
2023-02-13,0.0,1.6313003859896291,286.5062997843054,127,2023,2,13,0,0,0.0,False,True,False,False,False,False,True,False,False,False,False,0.0,286.5062997843054,False,False,False,False,False,True,False,True,False,False,False,False,False,True,573.0125995686108
2023-02-14,0.0,1.216935871055115,159.41129163871926,154,2023,2,14,1,0,0.0,False,True,False,False,True,False,False,True,False,False,False,0.0,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,318.8225832774385
2023-02-15,0.0,1.2033755390013043,251.2192803653989,157,2023,2,15,2,0,0.0,False,False,True,False,True,False,False,False,False,True,False,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,502.4385607307978
2023-02-16,0.0,1.7579457268963496,210.2950353400173,164,2023,2,16,3,0,0.0,False,True,False,False,False,False,False,False,True,False,False,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,420.5900706800346
2023-02-17,0.0,1.6070735476074969,252.61207054719583,157,2023,2,17,4,0,0.0,True,False,False,False,True,False,False,False,False,True,False,0.0,0.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,505.22414109439165
2023-02-18,0.0,1.496260706100272,167.76655085439347,167,2023,2,18,5,1,0.0,False,True,False,False,False,True,False,False,False,False,True,0.0,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,335.53310170878694
2023-02-19,0.0,1.5517164613411674,194.18701379367096,157,2023,2,19,6,1,0.0,False,False,False,True,False,False,False,True,False,False,False,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,388.3740275873419
2023-02-20,1.0,1.632580766394262,200.9528395234865,189,2023,2,20,0,0,189.0,False,False,False,True,False,True,False,False,False,True,False,200.9528395234865,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,401.905679046973
2023-02-21,0.0,1.611845977753253,177.4594855044411,145,2023,2,21,1,0,0.0,False,False,False,True,False,False,True,False,True,False,False,0.0,177.4594855044411,False,False,True,False,False,False,False,False,False,True,False,False,False,False,354.9189710088822
2023-02-22,0.0,1.048356857183057,202.05692693811488,175,2023,2,22,2,0,0.0,False,False,False,True,False,True,False,False,True,False,False,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,404.11385387622977
2023-02-24,0.0,1.885083219895588,233.4440280150991,161,2023,2,24,4,0,0.0,False,False,False,False,False,True,False,True,False,False,False,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,466.8880560301982
2023-02-25,0.0,2.043038521840588,182.44386293132197,147,2023,2,25,5,1,0.0,False,False,True,False,False,False,True,False,False,True,False,0.0,182.44386293132197,False,False,False,False,False,True,False,False,True,False,False,True,False,False,364.88772586264395
2023-02-26,0.0,1.496260706100272,185.40210800540336,161,2023,2,26,6,1,0.0,False,False,False,True,True,False,False,False,False,False,False,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,370.8042160108067
2023-02-27,0.0,1.926763730209254,228.12759434152312,157,2023,2,27,0,0,0.0,False,True,False,False,False,True,False,True,False,False,False,0.0,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,456.25518868304624
2023-02-28,1.0,1.414054157566308,200.9528395234865,168,2023,2,28,1,0,168.0,False,False,False,True,False,False,True,False,False,False,False,200.9528395234865,200.9528395234865,False,True,False,False,False,False,False,False,False,True,False,False,False,False,401.905679046973
2023-03-01,1.0,1.590410843246109,190.86874249973363,179,2023,3,1,2,0,179.0,False,True,False,False,False,True,False,False,False,False,True,190.86874249973363,0.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,572.6062274992009
2023-03-02,1.0,1.8500996374909109,144.54089677981145,172,2023,3,2,3,0,172.0,False,True,False,False,False,False,False,False,True,False,False,144.54089677981145,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,433.62269033943437
2023-03-03,0.0,0.9597743293769424,197.64694029644144,155,2023,3,3,4,0,0.0,False,False,False,True,True,False,False,False,False,True,False,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,592.9408208893243
2023-03-05,0.0,0.9883887158721766,111.57956035996509,153,2023,3,5,6,1,0.0,False,True,False,False,False,False,False,False,False,False,True,0.0,0.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,334.7386810798953
2023-03-06,0.0,1.496260706100272,182.48457968216545,170,2023,3,6,0,0,0.0,False,True,False,False,False,True,False,True,False,False,False,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,547.4537390464964
2023-03-07,0.0,1.879742381952714,200.9528395234865,168,2023,3,7,1,0,0.0,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,602.8585185704594
2023-03-08,0.0,1.5056394943678435,280.56798966603,178,2023,3,8,2,0,0.0,False,True,False,False,False,True,False,True,False,False,False,0.0,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,841.70396899809
2023-03-09,0.0,1.32923303710971,220.068375296112,165,2023,3,9,3,0,0.0,False,True,False,False,True,False,False,False,True,False,False,0.0,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,660.205125888336
2023-03-10,0.0,1.5849495040200534,226.71164237744745,147,2023,3,10,4,0,0.0,False,False,False,True,False,False,False,False,True,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,680.1349271323423
2023-03-11,0.0,1.496260706100272,205.64242047174983,170,2023,3,11,5,1,0.0,False,False,False,True,True,False,False,False,True,False,False,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,616.9272614152495
2023-03-12,0.0,1.64488404883356,241.9206552538168,142,2023,3,12,6,1,0.0,False,False,True,False,False,False,True,False,False,False,False,0.0,241.9206552538168,False,False,True,False,False,False,False,False,True,False,False,True,False,False,725.7619657614504
2023-03-13,0.0,1.1355181490690731,210.6691777180487,160,2023,3,13,0,0,0.0,True,False,False,False,False,True,False,True,False,False,False,0.0,0.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,632.0075331541461
2023-03-14,1.0,1.5730456181627734,218.6306340538056,190,2023,3,14,1,0,190.0,True,False,False,False,False,True,False,False,False,False,True,218.6306340538056,0.0,False,False,False,False,False,True,True,False,False,False,True,False,False,False,655.8919021614169
2023-03-15,0.0,1.5552504319931235,200.9528395234865,142,2023,3,15,2,0,0.0,False,True,False,False,True,False,False,False,False,True,False,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,602.8585185704594
2023-03-16,0.0,1.7844885003151898,213.14806999004304,160,2023,3,16,3,0,0.0,True,False,False,False,True,False,False,False,False,True,False,0.0,0.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,639.4442099701291
2023-03-17,0.0,1.47731743991254,201.16331984618284,138,2023,3,17,4,0,0.0,False,True,False,False,False,False,True,False,False,True,False,0.0,201.16331984618284,False,False,False,False,True,False,False,True,False,False,False,False,False,True,603.4899595385485
2023-03-18,0.0,1.496260706100272,179.19296209950184,159,2023,3,18,5,1,0.0,False,False,True,False,False,False,False,False,False,True,False,0.0,0.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,537.5788862985055
2023-03-19,0.0,1.496260706100272,182.8739964433019,171,2023,3,19,6,1,0.0,False,False,False,True,False,True,False,False,True,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,548.6219893299058
2023-03-20,1.0,1.3565760289890254,200.9528395234865,206,2023,3,20,0,0,206.0,False,False,False,True,False,True,False,True,False,False,False,200.9528395234865,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,602.8585185704594
2023-03-21,1.0,1.1990654431881402,226.954337294009,182,2023,3,21,1,0,182.0,False,False,False,True,False,False,True,False,True,False,False,226.954337294009,226.954337294009,False,False,False,False,True,False,False,False,False,True,False,False,False,False,680.863011882027
2023-03-22,0.0,1.3458429597424264,211.7495100088679,131,2023,3,22,2,0,0.0,True,False,False,False,False,False,True,True,False,False,False,0.0,211.7495100088679,False,False,False,False,False,False,True,False,False,False,True,False,False,False,635.2485300266037
2023-03-23,0.0,1.2603042722365734,203.4604124544516,178,2023,3,23,3,0,0.0,False,False,True,False,True,False,False,True,False,False,False,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,610.3812373633548
2023-03-24,0.0,1.453193711370102,211.5000527160563,127,2023,3,24,4,0,0.0,True,False,False,False,True,False,False,False,False,False,False,0.0,0.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,634.5001581481689
2023-03-25,0.0,2.006017946045984,137.68926964061032,150,2023,3,25,5,1,0.0,True,False,False,False,False,False,False,False,False,True,False,0.0,0.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,413.067808921831
2023-03-26,1.0,1.062207328147399,288.1661434374029,163,2023,3,26,6,1,163.0,False,False,True,False,False,False,True,True,False,False,False,288.1661434374029,288.1661434374029,False,False,True,False,False,False,False,False,True,False,False,True,False,False,864.4984303122087
2023-03-27,0.0,1.083274873146083,247.1544867468301,166,2023,3,27,0,0,0.0,False,False,True,False,False,False,False,False,False,True,False,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,741.4634602404902
2023-03-28,1.0,1.4296093472814106,231.0307507863763,171,2023,3,28,1,0,171.0,False,False,True,False,False,False,True,False,False,True,False,231.0307507863763,231.0307507863763,False,False,False,True,False,False,False,False,True,False,False,True,False,False,693.0922523591289
2023-03-29,0.0,1.0911232348942517,274.2258751900957,182,2023,3,29,2,0,0.0,False,False,True,False,False,True,False,False,False,True,False,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,822.6776255702871
2023-03-31,0.0,1.6017479656831513,185.87568812132395,154,2023,3,31,4,0,0.0,False,False,False,False,False,False,True,False,False,True,False,0.0,185.87568812132395,False,True,False,False,False,False,False,False,False,False,False,False,True,False,557.6270643639718
2023-04-01,0.0,1.4842188623362986,200.9528395234865,200,2023,4,1,5,1,0.0,False,False,False,False,False,True,False,True,False,False,False,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,803.811358093946
2023-04-02,0.0,1.6315528846678495,276.34670211279,127,2023,4,2,6,1,0.0,False,False,True,False,False,False,True,False,False,False,True,0.0,276.34670211279,False,False,False,False,False,True,False,False,True,False,False,True,False,False,1105.38680845116
2023-04-03,0.0,1.6773174060784888,155.27578802277125,158,2023,4,3,0,0,0.0,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,621.103152091085
2023-04-04,0.0,1.9027781781527533,275.7496120382596,167,2023,4,4,1,0,0.0,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1102.9984481530385
2023-04-05,0.0,1.6137100116336436,132.38909912904137,142,2023,4,5,2,0,0.0,False,False,True,False,True,False,False,False,False,True,False,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,529.5563965161655
2023-04-06,0.0,1.496260706100272,226.65403701876997,163,2023,4,6,3,0,0.0,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,906.6161480750799
2023-04-07,0.0,1.532122350989637,250.51059385391787,176,2023,4,7,4,0,0.0,True,False,False,False,False,True,False,False,True,False,False,0.0,0.0,False,False,False,False,False,True,True,False,False,False,True,False,False,False,1002.0423754156715
2023-04-08,0.0,1.6171290185840217,232.22172513477588,138,2023,4,8,5,1,0.0,False,True,False,False,False,False,True,True,False,False,False,0.0,232.22172513477588,False,False,True,False,False,False,False,True,False,False,False,False,False,True,928.8869005391035
2023-04-09,0.0,1.6132561739411098,252.3776889167455,168,2023,4,9,6,1,0.0,False,True,False,False,False,False,False,False,False,True,False,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1009.510755666982
2023-04-10,0.0,1.585367400306703,193.62455909434024,155,2023,4,10,0,0,0.0,False,False,True,False,True,False,False,False,True,False,False,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,774.498236377361
2023-04-11,0.0,1.5617026436824326,136.34344075886457,151,2023,4,11,1,0,0.0,False,False,False,True,True,False,False,False,True,False,False,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,545.3737630354583
2023-04-12,1.0,2.0462951306725987,252.51273438584545,188,2023,4,12,2,0,188.0,False,False,True,False,False,False,False,True,False,False,False,252.51273438584545,0.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,1010.0509375433818
2023-04-13,0.0,1.7094288637488024,292.4307598960091,162,2023,4,13,3,0,0.0,False,False,False,True,True,False,False,False,True,False,False,0.0,0.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1169.7230395840363
2023-04-14,0.0,1.3657837730327955,191.76783587276256,152,2023,4,14,4,0,0.0,False,True,False,False,False,False,False,True,False,False,False,0.0,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,767.0713434910502
2023-04-15,0.0,2.203027490708953,234.09696068224463,167,2023,4,15,5,1,0.0,False,False,True,False,True,False,False,False,False,False,False,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,936.3878427289785
2023-04-16,1.0,1.3868840783099463,158.6804775833298,211,2023,4,16,6,1,211.0,True,False,False,False,False,False,False,False,False,False,True,158.6804775833298,0.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,634.7219103333192
2023-04-17,0.0,1.498431408367427,154.90894674362596,142,2023,4,17,0,0,0.0,False,False,False,False,False,False,True,False,True,False,False,0.0,154.90894674362596,True,False,False,False,False,False,False,False,False,False,False,False,True,False,619.6357869745038
2023-04-18,0.0,1.250810777041394,205.3674752590549,157,2023,4,18,1,0,0.0,False,False,False,True,False,False,True,False,False,False,False,0.0,205.3674752590549,False,True,False,False,False,False,False,False,False,True,False,False,False,False,821.4699010362197
2023-04-19,0.0,1.7151337594884204,163.61707222600285,124,2023,4,19,2,0,0.0,False,False,False,False,False,False,True,False,True,False,False,0.0,163.61707222600285,False,False,True,False,False,False,False,False,False,False,False,False,True,False,654.4682889040114
2023-04-20,0.0,2.007070660853793,204.81100992241036,132,2023,4,20,3,0,0.0,False,False,False,False,False,False,True,False,True,False,False,0.0,204.81100992241036,False,False,False,False,False,False,False,False,False,False,False,False,True,False,819.2440396896415
2023-04-21,0.0,1.0526503754253127,200.9528395234865,148,2023,4,21,4,0,0.0,False,False,True,False,True,False,False,False,False,False,False,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,803.811358093946
2023-04-22,0.0,1.4167887241658126,200.9528395234865,178,2023,4,22,5,1,0.0,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,803.811358093946
2023-04-23,1.0,1.8349841007533767,217.07776572156092,183,2023,4,23,6,1,183.0,True,False,False,False,False,False,False,False,True,False,False,217.07776572156092,0.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,868.3110628862437
2023-04-24,1.0,1.1822048057704462,112.07870286760972,190,2023,4,24,0,0,190.0,False,False,False,False,False,True,False,False,False,False,False,112.07870286760972,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,448.3148114704389
2023-04-25,0.0,1.496260706100272,226.1649784921768,135,2023,4,25,1,0,0.0,False,False,True,False,True,False,False,False,True,False,False,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,904.6599139687072
2023-04-26,0.0,1.1095677972769915,164.7295266589632,168,2023,4,26,2,0,0.0,True,False,False,False,True,False,False,True,False,False,False,0.0,0.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,658.9181066358528
2023-04-27,0.0,1.6223792452277974,214.6319443114828,167,2023,4,27,3,0,0.0,False,True,False,False,False,True,False,False,False,False,True,0.0,0.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,858.5277772459312
2023-04-28,0.0,1.523345266224985,213.29460214816467,167,2023,4,28,4,0,0.0,False,False,False,False,False,True,False,False,False,True,False,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,853.1784085926587
2023-04-29,0.0,2.4952748972395904,206.95556602600487,161,2023,4,29,5,1,0.0,False,False,True,False,True,False,False,False,True,False,False,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,827.8222641040195
2023-04-30,0.0,1.7233404519011273,152.6278001546889,175,2023,4,30,6,1,0.0,False,True,False,False,True,False,False,False,False,True,False,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,610.5112006187557
